distance,delta
272.065,1.8155e-05
275.709,0.00043891
270.093,0.000359691
277.515,-0.00118487
289.604,0.000170552
285.746,0.000478202
276.724,-5.34991e-05
282.101,9.31911e-05
273.164,0.000565831
279.943,0.000144659
277.967,0.00073548
275.2,-7.17381e-05
284.897,-0.000373954
263.915,0.000247651
282.067,-0.00050733
272.683,0.000950744
281.129,-9.9856e-05
279.269,-0.000684746
281.997,0.000240433
281.443,0.000288372
271.002,-0.000319319
281.798,-0.000402612
285.536,-0.000834068
272.83,-7.34726e-05
276.711,5.66872e-05
276.404,0.000413828
268.495,-0.000147876
276.814,-0.000191415
269.485,-0.000872117
283.351,-0.000179299
273.87,-0.000763647
270.005,-3.08899e-05
277.933,-0.000544928
276.933,5.77137e-05
285.807,0.000199977
280.763,-0.000513393
274.842,0.000100412
280.441,0.000272574
287.471,-0.000391277
273.546,0.00073078
270.801,0.000326055
277.068,-0.000381708
275.089,-0.00081565
289.613,0.000584058
275.145,-0.000533258
273.913,0.000113124
283.229,-0.000637373
271.709,0.000261128
270.119,1.44619e-05
274.432,-0.000547241
276.861,0.00039143
282.902,0.000811659
280.745,0.000456244
269.917,0.000390371
281.14,-0.000526266
281.896,-0.000558525
280.114,6.08944e-05
281.997,-5.58159e-05
266.518,0.000215483
280.452,0.000274011
270.836,0.00101133
273.375,-0.000521454
286.252,0.000529156
270.936,0.000214092
274.79,0.000175581
279.86,-2.64329e-05
282.616,0.000658979
270.651,-0.000454092
276.487,-0.000314341
287.529,-0.000259119
274.101,-0.000574487
275.308,-0.000295846
280.694,-0.000488337
282.033,-0.000266888
277.121,0.000143375
285.627,-0.000510896
273.29,-3.67073e-05
280.95,0.000907929
275.562,0.000407119
268.695,0.00040463
279.564,-0.000316295
279.032,-0.000100506
272.979,0.000183713
280.869,-0.000248448
277.786,0.000261702
287.818,0.000191267
269.247,0.000278453
273.923,1.10656e-05
277.791,0.000212844
269.362,-0.000124705
276.913,-0.000260641
276.647,-0.000233016
277.983,-0.000172583
269.917,-0.00013649
285.426,-0.000125344
283.769,-0.000687338
281.258,-1.48944e-05
280.504,-0.000319696
279.514,0.000384645
283.382,0.000228221
267.059,0.000766109
276.713,-0.000639167
277.849,0.000544438
281.834,-0.000146306
269.246,0.000394294
280.31,-2.25438e-05
273.546,0.000153808
275.395,0.00069645
274.69,0.000496463
285.909,8.31787e-05
272.693,-3.68312e-05
274.468,-0.000711769
276.223,0.000365953
268.735,6.21519e-05
277.788,-0.000715795
277.537,-0.000122648
276.833,-2.71071e-06
279.825,-7.35403e-05
270.979,0.000881368
272.932,0.000129773
262.857,-0.000550289
269.743,-0.000756547
272.077,0.000256923
273.076,0.000156515
272.713,-0.000344388
278.11,0.00011943
274.786,0.000512955
274.971,-0.000160927
272.661,0.000596303
266.504,0.000175001
266.992,-0.000161809
282.491,-0.000389313
285.817,0.000722581
276.622,0.000126172
275.303,0.000275084
271.775,0.000707453
270.544,0.000656843
295.315,0.000436604
274.043,-0.000220386
280.578,2.99325e-05
278.38,-2.77158e-05
285.007,0.000797088
272.494,-0.000469389
272.713,-0.000436049
271.781,0.000145624
280.284,-0.000160439
282.466,-0.000213116
278.522,0.000309132
266.964,-0.000158362
275.629,-0.000650914
275.455,0.00064361
287.38,8.64879e-05
267.024,-9.71333e-05
287.763,0.000360628
274.996,1.98927e-05
277.364,-0.000891395
277.22,0.000173928
270.902,-0.000190716
278.657,-5.79379e-05
277.08,0.000191504
267.984,0.000203346
287.124,2.69859e-05
290.666,-0.000494975
277.263,-0.000312501
277.659,-0.000936421
280.023,0.00021907
276.62,3.56054e-05
286.288,-0.000655151
270.857,-0.000276207
278.118,6.0615e-05
269.395,0.000261891
274.649,-0.00108883
285.289,-0.000222993
279.68,0.00111253
273.801,-0.0004387
277.994,0.000437476
272.897,-0.000724682
276.729,0.000902829
274.052,-0.00018557
281.569,9.42314e-05
281.852,-0.000225877
278.294,0.00025115
277.127,0.000647097
281.518,0.000553326
273.699,-0.000325156
278.919,0.000300411
284.128,-0.000298618
279.536,-0.000338312
279.295,-0.000354584
281.355,-0.000174068
281.821,-0.000708926
275.243,-0.000430002
280.725,-0.000189426
279.412,-0.000754305
270.691,-0.000340448
273.401,-3.4702e-07
277.995,0.00038652
271.621,-0.000683491
275.888,-0.000172569
269.595,-0.000796162
281.595,-0.000416701
272.563,0.000291544
272.191,-0.00023154
268.068,6.70386e-05
267.705,-0.000879284
277.853,3.33145e-05
275.399,2.71106e-05
271.168,7.22223e-05
282.448,0.000740672
278.469,-0.000454481
276.894,-0.000183762
279.137,-0.000361171
270.434,-0.000287525
275.436,0.000963921
277.872,-5.61903e-05
275.281,-0.000900652
272.313,0.000450915
271.089,-0.000814552
277.915,-0.000574562
275.935,-0.000467186
277.811,-0.000114925
273.262,-0.000254471
267.638,-0.00026511
270.424,0.000468753
266.857,-0.00031387
275.193,-0.000214041
280.877,6.78654e-05
277.435,-8.17859e-05
267.104,0.000132682
280.272,-0.000619102
267.687,0.000222135
275.278,7.16736e-05
278.182,0.000348798
275.01,1.86181e-05
273.615,0.000343371
273.128,0.000224376
266.33,0.000269916
283.602,-0.000845652
280.243,0.000147836
284.08,-0.00017045
286.129,0.000382853
279.739,-1.96401e-05
280.874,0.000169661
268.235,-2.03978e-05
272.255,0.000197259
282.187,0.000101229
277.11,-0.00060867
266.171,0.000245162
289.021,0.000217197
270.033,-0.000403259
274.427,0.000680675
281.901,-0.000427083
276.307,4.30071e-05
276.204,-0.000879945
281.39,0.00069022
273.205,-0.000255246
277.377,0.000454874
268.283,0.000402571
283.74,0.000208648
274.586,-0.000967705
277.187,-0.000210852
270.254,-0.000747431
273.225,-0.000514034
286.206,1.27208e-05
275.989,-0.000549348
280.584,-0.000207904
273.269,-0.000343898
281.548,0.000905116
269.241,-0.000572732
270.387,-0.000359032
283.66,-8.39566e-05
278.111,-0.000663319
266.282,0.000660142
283.537,0.000425581
274.765,0.000357819
265.542,-5.71396e-05
267.349,3.86744e-05
273.257,3.91458e-05
281.343,0.000212447
270.448,-0.000135665
264.425,0.000524505
278.375,2.26786e-05
272.396,-0.000596648
277.311,-1.49624e-05
271.271,0.000248689
274.746,-0.000132524
271.235,-0.000270493
269.271,-0.000386358
277.862,-0.00048271
282.035,-0.000214509
269.07,3.47803e-05
279.166,-0.000700121
274.483,0.000370835
266.037,0.00011723
285.99,0.000507532
279.75,-0.000641939
278.977,0.000694817
272.65,0.000586472
272.577,8.92895e-06
275.008,0.000639216
277.372,-4.58728e-05
281.668,-0.000123441
295.861,-0.000644396
274.002,0.000342263
269.481,-4.36494e-05
276.193,-0.000730484
275.948,-0.00045408
276.528,0.000562058
281.12,-3.32624e-05
278.148,0.000425562
274.013,-0.000277968
277.459,-0.000468326
277.007,-0.000343745
271.4,-0.00123054
272.934,-0.00041934
286.258,-1.80905e-05
281.741,-0.00052455
275.303,-0.000483135
281.059,0.000506843
283.204,0.000201669
272.551,-0.000371239
281.811,-1.05051e-05
276.622,0.000293232
278.886,4.43811e-05
273.725,-0.000202477
278.671,-9.05652e-05
276.95,-0.000169928
275.355,0.0006312
278.605,-0.000799506
266.193,-0.000995304
279.773,-0.000247541
271.408,-0.000796348
285.598,-0.000462182
283.617,-0.000430392
276.043,0.000157605
275.923,0.000287793
270.026,0.000311482
274.455,0.00019469
276.376,0.000473048
278.538,0.000347174
279.921,-6.3007e-05
272.597,-0.000542343
265.068,-4.42217e-05
271.711,-0.000309421
270.831,-3.20612e-05
281.829,0.000175882
274.674,0.000164375
284.329,0.000163701
269.278,0.000452883
278.189,-0.000754571
284.387,5.24796e-05
284.18,-0.000300078
288.16,0.000170601
281.939,0.000653275
276.149,0.000533452
274.562,0.000416762
277.691,0.000413547
278.926,-0.000682154
285.519,-0.00020534
281.882,8.19491e-05
290.109,0.000381732
269.265,-0.000293997
275.112,0.00050468
266.391,-0.00109632
283.341,-0.000200207
280.754,0.000358829
272.279,0.000316162
279.243,0.000952075
273.28,0.000206251
284.095,-0.000247927
269.782,-0.000258488
274.735,0.000639387
280.009,-0.000576636
263.931,0.000569344
280.246,0.000626859
282.416,0.000408259
277.665,-0.000342466
284.879,0.000301701
268.569,-8.06382e-06
271.858,0.000132262
276.188,0.000991209
289.022,-0.000304278
275.484,0.000335991
282.313,-0.000390826
277.188,0.000354814
278.453,7.76318e-05
272.868,0.000497719
279.632,-4.52935e-05
268.592,0.000112691
273.697,-8.89352e-05
267.049,0.000383591
279.687,0.000250831
275.275,0.000860793
282.093,-6.25143e-05
270.865,0.000362103
282.787,-0.000558649
269.186,0.000879875
278.782,0.000115616
275.771,0.000221574
262.842,2.46207e-05
274.78,-0.000129449
277.812,-0.000163623
277.693,-7.41598e-05
270.022,-0.00106688
282.548,0.000282311
273.191,-6.78633e-05
278.816,-0.000853835
269.185,0.000835811
273.01,-0.000285376
278.71,0.000449163
267.773,-3.09876e-05
276.307,0.000311807
262.772,0.000545378
268.685,8.28874e-05
288.787,7.13149e-05
274.247,-0.000248443
270.23,7.72526e-05
282.504,-0.000311646
278.719,-0.000688525
265.923,-0.000276619
273.643,-0.000325147
274.593,0.000257794
280.015,0.000550387
275.094,8.05635e-05
284.526,-0.000217513
265.817,-0.000427422
274.741,-0.000254554
270.293,-0.000916798
276.151,-0.000306201
277.505,0.000262181
275.477,-0.000172601
275.63,-0.000290553
277.246,-0.000282974
273.648,0.000308123
276.514,0.00112962
272.108,-0.00046231
286.087,0.000129463
273.831,-5.89349e-05
282.983,-0.000187164
279.961,-0.000679203
282.133,0.000130432
276.184,0.000598097
275.606,-0.00052324
288.309,-0.000235215
275.552,-0.000497415
274.987,-0.000188853
281.863,-7.3238e-05
276.239,4.30588e-05
273.331,-0.000570396
280.456,0.000115222
277.902,-7.25805e-05
275.483,-0.000142439
276.16,-3.74598e-06
277.041,-0.000432897
272.326,-0.000269487
276.52,-0.000472203
272.344,2.15448e-05
274.496,-2.0824e-05
279.875,0.000418233
273.775,0.000161026
265.227,0.000567359
279.387,-0.000255078
281.09,-0.00061968
273.293,8.79065e-05
266.062,0.000239629
271.432,7.18726e-05
274.598,0.00122278
273.341,-0.000223839
273.763,0.000101807
268.189,0.00126154
276.459,-0.000553955
279.267,-7.9929e-05
273.749,-0.000444816
272.069,-0.000505609
279.477,-0.000192761
267.193,0.000255714
287.819,-0.000580559
280.459,5.23719e-05
280.395,0.000623373
269.474,2.88106e-05
278.817,-0.000101103
263.74,0.000220246
272.642,-0.000428553
262.845,-0.000425502
278.079,0.00026892
280.116,0.000344999
269.887,0.000391075
288.746,2.95946e-05
263.097,-0.000303425
281.287,0.000482063
280.163,-0.000317522
277.48,-0.000709052
274.13,0.000285928
267.579,-0.000269717
275.647,0.000106974
278.087,0.000214594
267.898,-0.000348481
273.746,0.000116076
279.801,0.0006309
279.638,-0.000841133
273.568,5.46081e-05
268.735,-0.000368023
274.422,-0.000301702
273.127,-7.88521e-05
273.984,-0.000613206
275.254,0.000325819
273.604,0.000163229
269.674,0.000212669
260.392,-0.000614631
283.744,-0.000323434
276.393,4.43469e-05
283.601,-0.000457025
270.615,0.000851421
277.295,-3.25385e-06
282.244,-0.000113809
272.727,-0.000628944
273.577,-0.000622009
280.741,0.000170898
276.861,0.00039143
267.098,0.000322353
275.343,-0.000319795
284.651,0.00020024
275.926,0.00021189
275.593,0.000203484
280.114,0.000151146
274.604,-0.000855918
266.408,-0.000404073
280.166,-0.000116454
265.726,5.041e-05
269.088,0.000224742
277.989,-0.000161463
270.016,-1.70013e-05
277.677,-0.00039195
277.892,5.20715e-05
278.906,-0.000699422
274.982,0.000232425
276.131,0.000469847
280.864,-2.96986e-05
286.042,-0.000197095
281.637,-0.000284358
277.456,-0.000869433
280.043,-0.000659941
270.246,-0.00103504
282.402,0.000108153
278.176,0.000608077
273.044,-0.000333553
277.758,-0.0008107
288.834,-0.000432661
283.326,6.12025e-05
268.88,0.000161145
282.086,0.000583283
273.179,0.000349345
279.856,0.000609601
274.53,0.000567365
278.218,0.000343283
276.039,-0.00012826
283.311,-0.000689775
276.089,0.00053399
280.033,-0.000869725
279.668,0.000678482
274.542,-0.000541805
268.213,-0.00141374
276.223,-0.000630278
279.496,-0.000135579
265.954,0.000821172
270.11,-0.000571903
271.308,0.000105978
274.998,-0.000351042
293.576,-0.000376547
274.101,-0.000191594
271.683,-0.000369459
279.143,0.000396102
273.213,-0.000382944
273.442,0.00017138
272.579,0.000802124
279.031,0.000380034
276.737,-0.000846088
269.441,-0.000401168
275.189,-0.000149958
283.722,-0.000624398
282.699,-0.000283662
282.205,-0.000170101
279.59,5.68668e-05
278.658,-7.91165e-06
285.226,0.000714712
278.044,-0.000467338
274.271,-0.000116101
269.938,9.29716e-05
281.128,0.000517813
276.5,-0.000287169
283.658,0.000476626
282.487,-0.000299663
269.463,0.000407113
274.935,-0.000407422
274.864,0.00118776
279.172,9.42347e-05
286.673,-0.000757614
286.944,-0.000107078
275.047,-0.000154568
277.98,-0.000257678
275.788,0.000803554
272.425,0.00141365
279.351,0.000305928
267.196,5.39511e-06
282.876,0.000284506
271.027,-0.000584379
276.051,0.000176364
275.781,0.000141082
281.435,8.01139e-06
286.32,-0.000894472
275.868,1.05857e-05
273.237,0.000299739
282.366,-0.000761934
271.737,0.000675809
283.173,0.000349405
269.003,-0.000363241
276.759,0.000391957
274.22,0.000160233
273.661,0.000240753
285.205,-0.00021197
280.864,0.000276546
276.457,-0.000293432
279.387,0.000912079
293.035,0.000876511
271.067,-0.000642788
285.87,0.000407864
278.62,-0.000324488
273.522,-0.000554966
273.044,-0.000125302
276.946,0.000630077
275.557,0.000333184
277.509,-0.000333402
266.306,7.98015e-05
268.456,-0.00033044
274.114,-0.000462916
283.326,-0.00026602
277.601,3.10846e-05
279.754,0.000346205
281.72,0.00045463
285.44,-3.70547e-05
274.915,-0.000173577
284.084,0.000168883
272.502,-0.00072396
282.958,0.000717163
270.94,-0.000199217
271.218,6.26631e-05
282.372,4.03628e-05
271.963,-0.000112387
280.923,0.000228067
273.273,0.000315014
277.984,-1.1682e-06
269.508,-0.000336434
270.537,0.000585654
274.015,-8.42983e-05
271.857,-0.000214745
276.84,0.000200178
280.155,-0.000215874
279.502,5.36097e-05
268.952,-4.83689e-05
277.155,0.000749503
285.5,-0.000334164
266.438,3.55584e-05
282.769,-0.00116889
279.022,-0.000170229
282.149,-0.000138829
272.117,0.000699745
274.714,-0.000106796
269.91,0.000294117
263.619,-0.00108535
276.363,-0.00023214
274.928,-0.000562736
273.646,-0.000158256
268.405,-0.000205409
272.38,-9.17771e-05
277.366,-0.000330548
278.822,0.000551371
273.272,8.62016e-05
275.258,4.20878e-05
268.051,0.000254628
281.233,0.000511741
279.622,-0.000179507
269.337,-0.000515727
275.804,-1.37007e-05
280.602,-0.000385068
277.081,0.000737668
278.251,-0.000741562
277.816,-4.43202e-05
272.873,0.000423108
275.154,-0.000512287
279.847,8.69492e-05
284.9,-0.000507782
273.221,-0.000152209
277.618,-0.000329041
277.43,-0.00030525
278.472,0.000139219
273.058,-0.000296502
276.766,-0.000789607
282.464,-0.000213927
273.425,0.000362215
269.052,-4.91678e-05
277.602,-0.000884712
278.317,0.000691098
278.414,0.000234171
271.757,-0.000401899
268.086,0.000407955
290.39,9.32728e-06
278.053,6.32861e-05
279.403,0.000119197
274.521,-0.000218138
268.596,0.000883664
276.984,-0.000240573
278.578,0.000138828
272.051,-0.000511997
278.297,-0.0002359
282.277,0.000520857
272.742,0.000307365
269.984,0.000752267
274.602,0.000657228
268.632,0.000319653
288.634,-0.000477321
284.584,-0.000252945
270.893,9.5498e-06
273.271,-0.000228919
274.549,-0.000634968
271.046,8.32937e-05
273.143,0.000375317
280.39,0.000508897
288.294,-0.000391029
279.298,0.000115867
277.02,0.000167913
280.771,0.000471175
273.05,0.000477389
281.149,0.000270786
276.417,-0.000245962
272.692,0.00105484
280.735,0.000287813
271.043,-0.000635595
271.446,-0.000446429
275.475,-0.00162898
269.415,0.00045598
282.3,8.52504e-05
273.663,-0.000147445
276.605,-0.00035396
266.801,0.000511077
270.751,-0.000224839
273.958,7.4549e-05
269.659,-0.000407628
272.749,-0.000240217
278.012,0.000352024
279.538,2.74121e-05
269.371,-6.47353e-05
273.752,7.57054e-05
278.015,-0.000238227
277.699,-9.13949e-05
280.871,-0.000588506
269.88,-0.000466605
273.717,2.13484e-05
272.497,0.000376165
285.978,0.000233412
275.791,0.000744732
267.2,-0.000156921
277.946,-0.00020716
279.627,0.000190244
263.254,-0.00010863
273.286,-0.000144396
278.445,0.000772089
272.619,-0.000956608
280.59,0.000413564
272.048,0.000726221
267.94,-0.000593361
263.898,0.000133224
277.365,0.000151777
272.855,-0.00022746
285.449,-0.000331193
272.522,0.000102541
279.794,-0.000362515
269.53,-0.000381857
279.452,0.000446801
274.911,-0.00016886
281.232,0.00047428
273.932,0.000184458
273.038,0.000334026
276.403,0.000836143
272.894,-0.000544176
274.805,8.14636e-05
270.92,-0.000494604
278.206,0.000148107
288.597,-0.000473063
270.73,9.9489e-06
272.111,-0.000197008
278.69,0.000362886
273.29,6.02529e-05
278.015,0.000343742
283.946,-0.000487193
272.128,0.000176677
276.47,-0.000281282
271.109,-0.00058259
278.602,0.000166943
286.084,0.000163037
284.533,-0.000131276
282.424,-0.000249749
270.824,0.000265894
283.402,0.000112454
270.079,-1.42421e-05
281.735,-0.000195404
273.586,1.52644e-05
272.438,-0.00027053
274.213,-0.000191337
273.067,-0.000296348
280.614,-0.000392232
275.337,-0.000353667
276.473,0.000289348
274.201,-0.000865765
270.114,-0.000195335
271.016,0.000488915
274.211,-0.000160236
276.84,6.47586e-05
264.266,0.000145894
278.901,0.00037323
275.282,0.000559274
268.929,-3.2572e-05
281.907,1.80144e-05
278.671,0.000352064
277.262,8.13413e-05
285.923,-0.000469859
276.986,0.000631554
276.393,-0.000545242
285.106,0.000347437
290.218,0.000219888
272.827,0.000141688
272.902,-0.000256725
275.124,-7.30367e-05
275.622,0.000476799
274.146,-0.000497579
276.943,-0.000145602
277.647,-0.000754182
266.746,0.000457087
268.737,-0.000401802
277.893,-0.000254956
270.983,-0.000215575
266.932,-0.000206282
274.132,7.62626e-05
278.304,-0.00048886
274.53,0.000681108
278.721,-0.00043105
288.055,0.000649432
269.427,8.73973e-05
273.727,-0.000530182
272.542,-0.000235164
283.753,0.00114469
282.266,-0.000559979
273.387,0.000129481
266.185,0.00019057
265.709,-0.000555988
273.031,0.000378664
269.139,-5.40785e-05
277.265,-0.000131793
283.29,-0.00055345
282.947,0.000478506
272.561,9.76886e-05
275.159,-0.000709798
280.143,0.000152685
270.373,0.000196641
277.837,2.56948e-05
280.203,0.00039759
276.459,0.000201223
268.945,0.000150245
274.993,0.000244859
277.372,0.00088292
282.186,7.63702e-05
268.976,4.93228e-06
286.699,0.000190604
266.812,-0.000667269
286.736,-0.000173051
284.398,0.000371024
267.494,-0.000869168
266.32,0.000578141
274.786,-0.000321019
275.474,-0.00058833
272.017,0.000276451
274.764,0.0010259
281.837,-0.000446297
274.333,-0.000611224
272.826,0.000593395
275.815,-0.000357351
275.951,-0.0001364
272.018,0.000741344
266.673,-0.000467016
272.386,-0.000576115
286.959,8.76458e-05
273.411,-0.000128458
272.445,0.000420757
269.508,-0.000336434
284.019,-0.000197719
273.853,4.76786e-05
278.023,0.000591403
277.798,-0.00123259
272.557,8.5867e-05
271.593,0.000161439
277.809,0.00101004
269.744,0.000367263
273.081,5.47684e-05
273.35,0.000175861
271.429,-0.000653415
276.74,-0.000424655
274.087,0.000205278
286.112,-0.000526389
281.073,-0.00019732
277.85,0.000594096
263.062,-0.000112203
274.166,0.000976478
282.179,6.76032e-05
269.621,-0.000876116
273.092,-0.000320078
276.629,0.000535138
277.836,0.000667449
274.755,0.000646999
272.823,-0.000592135
277.922,0.00077393
279.637,0.000359902
270.862,-0.000939959
275.96,-0.000682904
281.494,-0.000645609
280.67,0.000907312
275.972,0.000419704
274.185,-0.000402886
283.434,0.000135792
278.653,0.000843205
281.178,-0.000230101
281.348,-5.81173e-05
267.768,0.000950832
276.855,-0.000134946
280.412,-0.000718111
283.184,-6.55676e-05
274.975,7.70655e-05
275.401,-0.000643257
275.092,0.000593938
284.667,0.000194532
280.571,0.000303402
284.043,0.000272576
267.803,0.000107277
275.039,-0.000251084
281.481,0.00063104
275.481,-0.000271159
281.333,-0.000405801
273.626,0.000146595
271.169,-3.519e-05
278.553,8.71046e-05
265.589,0.000188728
273.276,-3.30194e-05
279.947,-0.00028236
276.062,-0.000662859
276.965,-0.000889063
272.989,-0.000849555
276.241,-6.49173e-05
274.815,-0.000423377
279.37,0.000430113
273.931,0.000717983
271.732,0.000485854
269.844,-0.000564084
279.008,-0.000442863
273.032,0.000460922
275.795,-0.000452122
275.785,-0.00022566
275.674,-0.000166711
273.649,0.000129181
269.885,-0.000604372
271.369,0.000416879
270.354,0.000309887
273.469,0.000541788
266.524,0.000512434
270.123,3.67744e-05
272.994,0.000224446
283.639,4.21517e-06
269.672,0.000232239
281.795,-0.000395154
274.206,0.000197163
271.235,0.000577428
272.475,-0.000239899
283.458,-0.000414839
267.687,-0.000289978
273.721,-0.000115591
284.642,0.000216319
278.584,-0.000278167
267.249,0.000379195
277.178,0.000136377
270.991,-0.000388181
273.207,-0.000856564
273.159,0.000635688
286.215,9.01794e-05
268.635,-7.58766e-05
275.304,-4.61357e-05
275.507,0.000277494
284.984,6.22988e-05
271.565,-0.00134432
281.733,8.12949e-05
271.105,0.00048222
279.503,0.000517034
288.635,0.000354693
283.532,-0.000157419
278.223,-0.0002691
275.459,-0.000156524
279.703,-0.000900706
276.429,0.000321956
280.941,-0.00041545
278.742,-0.000749937
269.788,6.42475e-05
275.29,-6.98176e-05
277.678,-4.15338e-05
276.487,-0.000843267
272.909,-0.000203756
272.16,-0.000279726
279.581,-0.000656798
270.938,0.000408645
275.457,0.000774709
281.841,-0.000205743
281.127,0.000862393
271.833,0.000279295
280.476,-0.000275891
275.167,-0.000494207
268.79,0.000191548
272.213,0.000250093
280.017,0.000482248
270.502,-0.000933279
273.021,-0.000102013
269.388,-0.000690938
282.952,-0.000248738
284.739,2.1167e-05
275.36,0.000790623
277.441,0.000280504
270.075,0.00034346
278.274,0.000336697
279.302,0.000536559
277.663,-0.000416526
274.326,0.000163772
272.865,4.67925e-05
278.133,0.000140151
279.844,9.00662e-05
279.806,-0.000103273
283.843,0.000270422
283.3,2.93945e-05
282.132,0.00121106
269.493,-0.00029049
276.241,0.000944502
273.914,-0.000201269
280.903,0.000185776
275.755,-0.000374939
266.284,0.000337118
284.326,0.000351339
274.218,-0.000340762
277.347,0.00128564
271.558,-0.000408052
267.983,0.000466931
272.936,-0.000765979
269.126,-0.000116224
279.604,-3.63307e-05
268.618,0.000759062
264.235,0.000235594
285.17,0.000689015
273.316,-0.000435244
273.241,0.00100079
272.739,0.000514931
275.729,-0.000649829
282.846,0.000152988
273.34,0.00018762
278.742,-0.000749937
292.902,0.000151114
269.936,-0.000112681
274.247,-0.000169832
269.347,0.000298253
285.359,-0.000418422
283.184,0.000572613
284.825,0.000508322
278.706,0.00105536
272.713,-0.000344388
273.593,0.000196734
275.195,0.000544932
283.871,0.000334622
275.694,0.000412292
278.49,-0.000392392
280.893,-0.0016667
280.097,-2.23391e-05
271.571,0.00100937
279.59,0.000750676
