distance,delta
2.33037,-0.00224446
2.7623,0.0189496
3.12281,-0.0759396
1.76854,-0.0107324
2.89785,0.000589709
2.30818,-0.0659923
2.4178,0.0196965
1.52214,-0.0143276
2.65498,0.00907841
3.27417,-0.0085474
3.28564,-0.0200191
1.9025,0.0193709
1.84705,0.00451716
2.48037,0.0118223
2.96261,0.0139496
2.3531,-0.0249721
1.79827,-0.0482696
2.59402,0.0153538
3.73831,-0.0117506
3.29412,-0.0128747
1.66717,0.00470914
3.06089,0.0406709
3.24853,-0.0297769
2.70823,0.0105174
1.96376,-0.0184426
2.69685,-0.00935246
3.06066,-0.0215949
2.22497,-0.00622027
2.35349,0.0136943
3.70141,-0.021722
3.25448,-0.0279179
2.52684,-0.00340562
2.62942,0.0268291
3.32689,0.00904525
1.76063,-0.0418763
3.43004,0.0309023
2.93965,-0.0021522
3.31566,-0.0109739
2.07115,0.0460396
1.4209,0.0322252
2.2604,0.0364713
3.49595,-0.00375797
2.48687,-0.0259318
2.59849,-0.02037
1.85338,0.0216186
3.69646,-0.0167771
2.07232,-0.0332569
1.52511,0.0295761
2.83685,0.0459592
2.44009,-0.0104068
3.03046,-0.00701861
2.81478,-0.00227925
2.2662,-0.0240092
2.04624,-0.0149858
1.65519,-0.0301863
2.73257,0.00961763
2.40163,-0.0188184
2.94091,0.00440623
2.42491,0.0282115
2.65242,0.0272655
2.59927,0.0491711
3.15501,0.00124056
3.08155,0.0512615
2.42642,0.0110846
2.16835,-0.0121034
2.38128,-0.0297207
2.1715,0.00818773
2.54532,0.0171836
3.51566,0.0155857
2.57288,0.0443072
2.96702,-0.0138901
1.96602,0.0105435
1.02078,0.0573409
2.64532,-0.0593838
2.13354,-0.0241659
2.32969,-0.00156929
3.14977,0.00648101
2.79511,0.0330178
2.42566,0.0118414
2.32933,-0.0246435
1.86081,-0.00925155
2.57994,0.0216227
2.74736,-0.0129874
2.35076,0.000801946
1.844,-0.00805896
1.96972,0.0302754
2.04636,-0.0385437
2.70363,0.00731182
2.40679,0.00727547
2.41968,-0.0368658
2.62904,0.011583
2.76836,-0.0105477
2.13257,0.000238402
3.11379,-0.0356609
2.63827,0.0101677
2.23424,0.0235718
3.43005,0.0465112
2.10336,0.0138278
3.3314,-0.0423368
2.86874,0.00626241
2.54828,-0.0248437
2.69321,0.0255446
2.6198,0.013017
2.29131,-0.0334957
2.3057,-0.0244546
3.30474,-0.00786181
2.80136,-0.00448523
3.22548,0.00108152
2.87486,0.0313892
2.4142,0.00767882
2.4792,-0.00263283
3.40067,0.00557534
3.04525,-0.00618455
2.36167,-0.00229458
2.4842,-0.00763825
2.8778,0.028447
2.98709,0.0129142
3.49521,0.0126019
3.70072,0.0024052
2.45113,-0.0526953
2.79531,0.00156209
3.3664,-0.0304636
2.54502,0.00966415
3.11501,0.0412445
2.29899,0.00569288
3.45398,0.0303957
2.36062,-0.0090595
3.07713,-0.00681951
3.13047,0.0335905
2.0526,-0.0213526
2.74768,0.00231777
2.40824,0.0136382
2.40025,-0.0486862
2.07483,-0.0279544
3.4477,0.0210475
3.06752,0.0106089
2.20112,-0.044875
2.75968,-0.0253074
1.73798,-0.0348576
2.84143,0.0257605
2.43777,-0.00808294
3.23638,-0.00982092
2.57386,-0.0113585
2.38768,0.00294356
1.76597,-0.0159697
3.14929,0.0147706
3.09029,-0.0434111
2.18737,0.039195
2.78953,0.0151606
2.26135,-0.0425959
1.92547,0.0120304
1.90522,0.0322845
2.38158,-0.00657772
2.19402,0.0247342
2.22558,-0.00683365
2.31264,-0.0470126
3.0917,0.0176794
2.49044,-0.00606896
3.17944,0.0471252
3.58376,0.0256169
2.24762,-0.0210576
2.3155,0.0204412
3.78166,-0.00041496
3.19598,0.00714168
2.60618,-0.0436785
2.47866,0.0369691
4.48596,-0.00939853
2.80138,-0.0123165
2.59663,0.0283652
2.93313,-0.0112582
1.97816,-0.00940648
2.49328,0.014532
2.81945,0.00867361
2.74531,0.0203106
2.59882,0.0183688
2.5505,-0.0348765
2.86154,0.0212697
2.52445,0.022428
2.06639,-0.0351376
3.04576,0.0792443
3.60418,-0.00262101
2.70464,-0.00932445
2.80939,-0.0515792
1.87898,-0.0196045
2.2383,0.0273228
2.70193,0.0168238
2.60303,0.0297808
2.62112,0.0351302
2.72638,0.054873
2.77011,-0.0669821
2.13202,0.0320434
2.96353,0.0286612
2.6981,-0.0496661
2.74707,0.0576134
3.02722,0.035279
3.44203,-0.00452523
2.28918,0.0389436
1.48492,0.0228962
2.39682,-0.0140077
2.92623,-0.0121627
2.82476,-0.0200771
2.68487,0.0338757
2.4427,-0.0208277
1.58758,-0.00163914
2.58869,0.0675591
2.59694,0.00461837
2.17629,-0.0200397
1.9093,0.00476119
2.49463,0.0131836
2.79261,-0.019175
3.21811,0.00845346
3.29126,0.0368638
2.67024,0.0250746
3.50177,0.00603891
3.13065,0.0256038
2.90974,0.0277641
3.17609,0.0348509
2.17142,-0.0307919
2.23929,0.0107142
2.08245,0.00348714
3.02986,0.0248307
3.06797,0.00234381
2.52349,-0.00786615
2.21592,-0.0596689
3.00428,-0.00428267
2.88193,-0.014741
2.60303,0.0297808
2.05697,-0.0179104
3.19277,0.00254675
2.23364,-0.0305159
2.61868,-0.00149317
2.35769,-0.0373803
3.32776,-0.0152649
2.38863,-0.0214471
2.64689,0.032797
3.20323,0.00770381
3.08305,-0.0205451
2.13757,0.042119
2.34991,-0.00616413
3.40726,0.0302385
2.83442,0.0171412
2.538,-0.0223722
2.82674,-0.0142397
2.33834,-0.0102169
3.5471,0.0388417
3.03668,0.00238464
3.39484,-0.0120259
2.21992,-0.0480431
2.22998,-0.00341589
3.17508,0.0358573
2.4297,-0.00782282
1.96936,0.0228255
2.32915,0.006791
3.12135,-0.027602
2.73267,-0.0139152
2.63559,0.012847
2.22382,0.0496211
2.43388,0.0270595
2.1478,-0.0149883
3.09331,0.0238726
1.66472,0.0305886
2.31885,0.0170855
1.8243,-0.0274299
3.28308,0.0137957
1.45806,-0.0440001
2.89594,-0.0521878
3.22408,-0.00532749
2.3808,0.0176394
3.07202,0.0529766
1.55378,-0.0225294
3.04972,-0.0340903
3.528,0.0188789
3.59187,-0.0293711
3.49833,0.0172984
3.12178,0.0188451
2.65502,0.0090474
3.19801,-0.00269292
2.86135,-0.00197551
2.35571,0.00366649
1.84326,0.0395525
2.42534,-0.00346685
2.31145,-0.00676057
2.42759,-0.0447808
2.63271,0.0235392
2.19608,0.00704025
3.80636,0.0139479
2.80309,-0.0218381
1.75524,-0.0208611
2.11985,-0.010473
2.77591,-0.0259052
1.35408,0.0677951
3.82124,0.0303204
2.52169,0.00955589
2.40825,0.037064
1.79063,-0.0406315
2.26415,-0.0375855
1.82661,0.00151418
2.87212,0.0106921
2.43235,-0.033917
2.48301,-0.0220751
3.12449,-0.0463681
2.97406,-0.0131236
2.62346,-0.0140863
2.93443,-0.0516211
3.59071,-0.0125833
2.36971,-0.0181496
3.21419,-0.011066
3.12441,0.000588192
2.57218,-0.0018653
2.52443,0.00681954
2.50474,0.0265114
1.86299,-0.00361734
3.39313,0.028743
2.54272,-0.0192865
2.71827,0.00828836
2.76852,0.00491505
3.15803,-0.0252173
2.26762,0.0058146
3.19711,-0.00179837
2.55706,-0.0414317
2.84476,-0.0244511
3.33322,-0.0441573
2.91943,0.0336924
2.40566,0.000586896
2.49608,0.0195473
2.15052,-0.01771
2.39793,0.00832335
1.88233,0.00829713
1.80595,-0.0325131
1.82178,-0.0092822
2.50115,-0.00895864
2.73235,0.00202519
2.68666,-0.00697076
2.95456,-0.0170563
2.62601,-0.0088243
3.82568,0.0336942
2.15617,0.00788985
2.87942,-0.0591059
1.85537,-0.0350549
2.12926,-0.027695
2.44511,0.00801555
2.39793,0.0317605
2.00556,-0.0133765
2.99614,0.00385742
3.38461,0.0216355
3.06468,0.0290718
2.33888,-0.0107574
1.79367,-0.00461151
3.29773,0.0303942
2.11252,-0.00314944
2.63837,-0.0211783
2.56987,-0.0620547
2.53945,-0.031639
2.16085,0.0188353
2.90223,-0.0116068
2.09082,-0.0283221
2.35259,0.00678266
1.91455,-0.00829919
2.99843,0.00938071
2.94598,0.0227703
2.83046,0.021104
3.58407,0.0174953
2.24619,-0.0352544
2.49484,-0.0182814
2.2984,-0.0484027
3.68965,-0.0021537
3.64399,-0.00336126
3.13919,-0.022001
2.74684,-0.0124681
1.72383,0.0574152
3.33296,-0.0204646
3.49908,-0.0147081
2.15358,0.041735
3.39621,-0.0212055
2.95517,-0.0489204
2.25217,0.00564644
3.09506,-0.00911932
1.87086,-0.0505452
3.1905,0.00481201
2.18329,0.027647
2.29609,0.0320336
2.01638,-0.0320027
2.8341,-0.00597074
2.46667,0.0333254
2.12378,0.0168493
3.36695,-0.0232013
2.1378,0.0106345
2.87389,-0.0301411
2.46963,0.0381808
2.64725,0.001183
2.86256,-0.0344352
3.91537,-0.0403723
2.53627,0.0106066
2.27341,0.0547108
3.00372,-0.00371828
3.02033,-0.0437648
2.1475,0.0321856
2.27189,0.0171676
2.0327,0.00635818
2.14537,0.0108789
2.39429,0.00414616
2.93901,-0.00151293
2.01202,0.0192348
2.96592,0.0106398
2.2296,0.0516546
2.94897,0.0197821
2.98333,0.047923
1.7026,-0.00728458
2.91377,-0.0465827
2.8224,-0.00989759
4.15225,-0.0194334
3.19822,0.0127157
2.26741,-0.00960013
3.23374,-0.0384238
2.18291,-0.0344693
2.22281,-0.035311
3.37522,-0.000219004
2.17093,0.0478197
3.06352,-0.0322675
2.40794,0.0139391
3.1185,-0.0481924
2.45557,-0.0336939
2.35382,0.0836823
2.18154,-0.00966515
3.05515,-0.0160882
1.78873,0.00814798
1.84002,-0.0587652
3.07069,-0.0316262
2.67813,-0.0140639
2.78306,-0.00181059
3.02967,-0.0140487
2.70864,0.049172
2.37697,0.0292758
2.94105,-0.00355488
1.92992,-0.00804582
3.47409,-0.00534423
2.40731,-0.00887507
3.25322,0.0280282
3.06568,0.0124444
2.17172,0.000158557
1.95728,0.0192802
2.07787,-0.0231849
2.73321,-0.0222684
2.54703,-0.0314031
1.96985,0.0223385
1.9717,-0.0341979
3.15388,0.0179965
3.18337,-0.00368631
2.55706,-0.0101835
2.13006,0.0340017
2.30066,-0.0506609
2.69016,0.0285856
3.10956,0.00762517
2.01291,-0.00509338
2.28125,-0.00781167
2.72193,-0.0422418
1.84084,0.0107243
2.96791,-0.00697506
2.06045,-0.0213899
2.58474,-0.0222377
4.23211,0.0413294
2.64861,-0.0314245
3.42232,-0.0238782
1.97179,0.00477279
3.57393,0.0276364
2.66902,-0.00495893
2.86999,-0.00279755
1.76809,0.0209715
2.4209,-0.0302799
3.10142,0.0157655
2.78714,0.00973788
2.95537,-0.0569331
1.99615,-0.0117763
2.26977,0.0192889
2.51933,-0.0349505
2.70587,-0.010556
2.28975,0.0696243
1.99924,-0.0148633
2.93165,0.00585489
3.69667,0.014268
2.95909,0.00965573
2.85427,-0.026141
2.55774,-0.00305317
3.52874,0.0181313
3.24068,0.00932038
2.44712,-0.0486845
2.46404,-0.00310466
2.55465,0.0469118
2.70902,-0.0215194
2.44201,0.0345558
2.94738,-0.017689
2.52081,-0.0442484
2.06721,0.02654
2.12939,0.0737387
2.51019,0.00543263
1.93312,0.0278129
2.89834,-0.0233376
2.87687,0.00594015
3.11303,-0.0192806
2.73309,0.0169118
3.56143,-0.0458071
2.36767,0.0385822
2.45912,-0.0138063
2.97716,0.0228434
2.39319,-0.0181928
2.18405,0.0268838
2.62237,-0.0129994
2.0627,0.0154211
2.975,0.00156726
2.70367,0.0307067
2.87945,-0.00445341
2.9166,-0.0181662
3.32279,-0.0024762
2.42738,0.0101246
3.74103,0.0402217
2.65683,-0.0318349
3.33098,0.00495849
2.5628,0.0231381
2.00457,0.00324017
1.81358,0.0379872
3.13797,0.0417208
2.60535,-0.0116047
2.50344,0.0121878
2.63221,0.00841499
2.48186,0.0181396
2.08062,0.00531374
2.06843,-0.00593128
2.63494,-0.00993931
1.90259,0.0114706
3.97715,-0.00840139
2.40822,-0.0097837
2.64482,0.0348714
2.29137,-0.0179313
4.13877,0.040913
1.93563,-0.0215648
2.21933,-0.0083925
2.53546,0.034855
1.98147,0.0185319
2.94581,-0.0551858
2.87728,0.0211582
2.38706,0.0582568
2.5265,-0.0108789
2.5662,-0.019324
2.51614,-0.0317625
2.24229,0.00770677
3.43776,-0.0315135
2.44091,-0.011222
3.07129,-0.00878511
1.70966,-0.0065334
1.96689,-0.0528242
2.55549,0.0382613
2.73298,-0.0454764
3.82548,-0.0364133
3.55166,-0.0126019
2.49116,-0.0146004
1.59831,-0.0123697
3.24157,0.0553021
2.35022,-0.0377164
2.18882,0.0221149
3.26728,-0.00946662
2.58998,0.019393
2.85824,-0.00667275
1.61768,-0.0239342
2.81045,0.0332973
1.73625,-0.0174996
3.22735,0.0382767
3.6889,-0.0638961
1.84466,0.0850265
2.97752,-0.00095683
2.28536,-0.0353616
2.37877,0.043108
2.52598,-0.0181704
2.91624,0.0134435
2.67915,0.0161581
2.42386,-0.00198714
2.58705,0.0145081
2.66996,-0.0137063
2.23345,0.0243667
2.14801,-0.00738552
2.04225,0.0515037
2.13799,0.0104498
2.45193,-0.0144314
1.60674,-0.0129905
2.86282,-0.0190744
2.87511,-0.00792332
3.17589,-0.00401549
2.28923,0.00764731
3.33844,0.0131223
2.25803,-0.00803299
1.80697,0.0211567
3.17688,0.0106228
3.42824,-0.00636651
2.94451,0.0398668
2.63429,-0.0249186
2.46068,-0.0231779
2.9737,0.0106745
1.89938,-0.0478154
2.13471,-0.0253358
2.65199,-0.00354865
2.76158,-0.0115757
2.41765,-0.00358533
3.33661,0.014954
3.05061,-0.0115477
3.22537,-0.0378693
2.10386,-0.033545
2.25346,0.0356003
1.85521,-0.0348981
1.52278,-0.0305903
2.53734,-0.0373437
2.38291,0.00771342
1.99257,0.00742913
1.8972,-0.0143827
3.04358,-0.00451568
2.47666,-0.00790767
2.81303,-0.000530052
3.73321,-0.0144619
3.20713,0.00381237
2.70441,-0.0247197
3.12725,0.0211851
2.362,-0.0260664
2.56244,5.51211e-05
2.47113,0.0210573
2.68363,-0.0117554
2.40802,-0.0095799
2.09432,0.054118
2.54531,-0.0374956
2.67346,-0.0172075
2.58909,-0.026589
2.45795,0.0186145
2.25636,0.0327062
2.68029,0.022832
2.51445,0.0324282
3.63318,-0.0159959
3.25364,-0.00364361
1.98155,-0.0362413
1.87858,0.00423233
2.63265,0.0157826
2.04605,-0.0147951
2.58358,-0.044514
2.67476,0.0361806
3.15835,-0.0255418
2.58455,0.0248264
2.98747,0.0359688
2.21868,-0.0155545
2.53601,-0.0125722
2.5162,-0.0396422
2.89954,0.0145253
3.10126,-0.0309451
2.03975,0.0383754
2.42557,0.0197466
2.2395,-0.0129342
3.02974,0.0249457
2.98487,-0.0161234
3.45829,0.0338986
1.82751,0.00842831
2.30013,0.0123694
2.04716,0.00752364
3.40391,-0.0601632
1.929,-0.030562
2.01987,0.0348174
2.04327,-0.00420412
2.4451,0.00802547
2.0207,-0.0050782
2.91523,-0.0558554
2.13337,-0.0552457
3.28799,0.0166945
2.96206,0.0145057
3.09515,-0.00140435
3.41836,-0.0121089
2.26622,0.00721442
1.75089,0.0147308
2.28799,0.0245095
3.05032,-0.00344828
2.17547,-0.0192174
2.09838,0.00318536
3.8165,-0.00399988
2.59433,-0.0240195
3.22843,-0.00967518
2.59536,0.0140188
2.29357,-0.0435716
4.90983,-0.034827
2.39692,-0.00629474
2.98324,-0.0457448
3.10894,0.00825213
2.30963,0.0341242
3.3426,-0.00666636
3.87767,0.0129507
1.98682,-0.0180688
2.34675,0.0126226
2.46906,-0.000312207
2.96853,-0.00759408
2.68564,-0.0528296
2.03885,0.00802766
2.75994,0.00568067
2.32761,0.00832533
3.65712,-0.000874932
2.42598,0.0193323
2.79185,0.0206541
1.99602,0.0196077
2.46835,0.00040036
2.93315,0.00435486
3.11449,0.00269882
2.63419,0.022058
2.93267,0.0438906
2.55799,-0.00330018
3.11338,0.00380711
2.75452,-0.0279559
2.84866,-0.020532
1.98758,0.00460468
1.89655,-0.021554
1.55641,-0.00953921
2.6246,0.0316511
3.45392,0.030459
3.40615,-0.0155251
5.11899,0.00601328
1.78101,-0.0388177
3.12075,-0.0348103
1.93432,0.0109961
2.89588,-0.0208757
2.28109,-0.0545302
1.90836,0.0135186
3.09425,-0.023934
2.61493,-0.00555941
2.30881,0.034944
2.8937,0.0125456
3.09847,-0.00471682
2.18352,0.0352338
2.86134,-0.0410291
3.36657,0.016242
3.11845,0.0143618
3.5428,0.0509453
1.88328,-0.0473473
2.21867,-0.00772916
2.16821,-0.0432052
3.33242,-0.0121078
2.64384,0.0592872
2.91802,0.0116638
2.49224,0.0546307
2.2702,-0.0436413
3.79376,-0.0203205
3.10765,0.00953974
3.58666,0.0461526
2.24254,-0.00035636
2.78332,-0.0176905
2.70651,0.00442617
1.54339,-0.0277682
2.11583,-0.00645239
2.54843,0.0375102
1.9145,-0.0160671
2.917,0.00487115
3.58891,0.00483591
2.13378,0.0302838
2.71507,0.011489
3.65971,-0.0268994
3.20258,0.0317973
3.78859,0.00828369
2.16509,-0.00883616
2.37375,-0.022183
2.8582,0.0636707
2.56593,-0.0190552
2.48246,0.00972776
2.96056,0.0472556
2.99031,0.0253137
2.57737,-0.0148675
2.57337,0.0516304
2.66535,0.0221548
2.86322,0.0195891
1.589,-0.0108724
1.6166,-0.00722966
2.54968,-0.0418698
2.92482,0.00486666
3.9999,-0.00771059
2.00815,0.00747148
2.40215,0.0197286
1.43697,0.0239647
2.72916,0.00521054
2.38058,0.00223481
2.46665,-0.0057125
2.34471,-0.000964591
2.74858,-0.00639387
3.01814,-0.0103297
2.97386,0.0261436
2.58119,-0.0577536
2.84459,-0.0477156
2.82302,-0.0495786
2.45774,0.0031993
2.66508,-0.00883047
2.26341,0.00221258
3.15436,0.0175144
3.40645,0.0076104
2.68238,-0.0105057
2.87379,-0.0300361
2.4097,-0.0346976
2.78787,0.0402519
2.3275,0.0318791
2.40064,0.00560731
2.82853,-0.00040993
2.77494,0.00631253
2.17521,0.00447302
2.07707,0.0244883
2.66939,0.0337365
2.74778,0.0100323
3.55466,0.0469042
2.88238,-0.0230047
2.53502,0.0274822
1.86054,0.00664781
3.0756,0.0103378
2.53481,-0.0269925
2.33189,0.0196736
1.83714,-0.0246408
2.94137,0.0351918
3.32624,-0.0215486
2.40084,0.00540897
2.8321,0.0350906
3.74234,0.00765784
2.53524,-0.019611
3.49996,-0.0702685
3.42995,0.0309863
4.37599,0.0224443
2.90557,-0.0149465
2.27918,0.025507
3.0931,0.00846013
2.74567,0.027772
2.94278,-0.0130877
1.67322,0.0142849
2.16837,-0.0199312
2.18957,0.0135527
3.02556,0.0369427
2.77148,0.0175829
2.10858,-0.0226458
2.02414,-0.000697959
2.43705,0.000448719
2.33122,0.0281531
2.35949,0.00769572
2.21926,0.00730176
2.41526,0.0066106
2.26857,0.0126827
3.26128,0.0277866
2.19908,0.00404095
2.66852,-0.0278975
2.1859,0.0484777
4.12397,0.0322777
2.46851,0.015861
2.36353,0.00366009
2.64066,0.0234041
3.19099,0.0199431
2.66653,-0.0180877
2.30567,-0.0244172
2.60305,-0.00148713
3.65916,-0.0185354
3.30466,0.0156505
2.94877,0.00435893
2.69631,0.0146267
2.78813,0.0243736
2.52711,0.0119567
2.59607,0.00549414
3.1995,0.0036288
2.48663,-0.00225972
2.28713,-0.0136954
2.38085,-0.0214789
2.21243,-0.00149122
3.15659,0.00746996
2.84525,0.00631314
2.33917,0.0905171
2.87766,0.0285885
3.15051,0.0135539
4.00243,0.0131921
2.36985,-0.0182851
2.1984,-0.0499664
2.26298,0.0495155
2.58283,0.0421681
2.52698,-0.0582291
3.00593,0.0331329
2.56759,0.0730354
2.42621,0.0347291
2.44546,0.00766845
3.44123,0.00408725
2.94398,-0.0377307
2.61729,-0.000106807
2.14833,-0.0155132
2.70519,-0.00206341
1.998,-0.0292471
2.68375,0.00374986
2.12936,-0.0121756
2.28373,-0.0181003
3.12689,0.0449897
2.70454,-0.00141925
2.70701,-0.0351304
2.64002,0.0162284
2.62303,-0.00584515
2.06601,0.0121122
4.20475,0.0139978
2.0892,-0.0110732
2.62897,0.0194649
2.83149,-0.0111775
2.62943,-0.0200528
3.2316,-0.005034
2.70448,-0.0326056
3.19919,0.0273691
2.49753,0.0180924
2.17407,-0.0100104
1.97607,-0.0229491
3.62432,0.0709924
3.30495,0.0075525
2.78602,-0.0438316
2.11446,-0.00508747
2.12626,0.0456161
2.92003,-0.0215926
2.94837,-0.0577449
2.03797,-0.00672486
3.44618,0.0460118
3.22465,0.0409793
1.99079,-0.0611022
2.5767,0.0248654
2.23697,-0.0416564
3.29582,0.0323052
2.5273,0.00394981
2.94579,-0.000474113
3.28878,-0.0544003
2.17119,0.000682412
3.88741,0.0266554
2.2759,-0.025902
2.88052,0.0179201
2.56315,0.0306003
1.91085,0.0422785
1.64312,0.00531561
2.59331,-0.0542496
3.19777,-0.0102707
3.50267,0.0442049
1.8542,-0.033883
2.24518,-0.0576813
2.28895,0.00792416
2.73666,-0.0100928
4.10291,0.014273
3.45549,-0.0258074
3.30089,-0.019641
2.74446,0.013353
3.26938,0.01187
2.80948,-0.00478933
2.80547,-0.0320373
3.30118,0.0425696
2.83797,-0.0176577
3.53975,-0.00850208
3.08186,-0.0193625
2.52946,-0.0216479
1.99087,-0.00649235
3.09311,-0.0306139
2.64956,-0.00893023
3.44096,0.0199806
2.40801,-0.0173826
2.22134,0.00521949
1.64404,0.0122068
3.03393,0.00512778
1.64726,0.0246127
2.49699,-0.0204324
3.86712,-0.00774248
4.11169,0.0523708
2.1376,-0.0125977
3.31069,0.00181445
2.97337,0.0344462
2.35103,0.0786564
2.86697,0.00802685
2.37187,-0.0124987
2.47719,-0.000630832
2.05239,0.0413554
2.94544,-0.00794005
2.97895,0.0132422
2.63381,-0.016621
1.52514,0.0451768
2.50787,0.0390045
2.25769,-0.00768739
3.11322,0.0195945
2.14346,-0.0340818
1.95408,-0.00876881
2.65325,0.0108111
2.53036,-0.0303578
3.28005,0.0168249
2.80402,0.0162958
3.40324,0.0186384
2.60856,0.000816739
3.07809,0.039096
2.38177,0.00104149
2.91258,0.0561687
2.98267,-0.00610661
2.46706,0.0251255
2.06722,0.0343469
2.39238,-0.00956341
2.67406,0.0134379
3.13942,-0.0144247
3.01719,-0.0171875
2.71148,-0.0239842
3.10061,0.01658
2.56008,0.0649246
2.52613,-0.0261329
2.61491,0.0335293
2.33564,0.0159219
3.80466,-0.00778409
3.7536,-0.0504794
1.71297,-0.00984603
2.69953,0.0270323
1.92145,0.00823847
1.93884,-0.0013385
2.79857,-0.0173223
2.33525,0.00849616
2.69365,0.0251001
2.14106,-0.0238677
2.45342,0.0231402
3.45306,0.0234985
2.24214,-0.0155818
1.81233,0.000171197
2.73305,0.00132793
2.49391,0.00609385
1.93019,-0.0317547
2.37424,0.0241963
2.98373,-0.0149846
3.24133,0.00866509
2.77713,0.0431805
2.97876,0.0212438
1.95406,0.0303175
1.98937,0.00281721
2.25311,0.0125189
2.30795,0.00455281
2.64278,0.0369099
2.43656,-0.0303123
2.44209,0.011034
2.45827,0.0104751
3.11611,0.032327
3.08943,-0.0191168
2.23835,-0.0196038
3.06336,-0.00867508
2.71385,-0.0107249
2.58281,0.0421881
2.33832,0.013241
3.39721,-0.0143992
2.04754,-0.0241038
1.95876,0.0412362
3.00358,-0.00358316
3.16746,-0.00339998
2.44317,0.00214257
2.91377,-0.00752125
2.67868,-0.0458703
2.6822,-0.0728273
2.11681,0.0316245
2.42258,-0.0319544
3.19898,0.00414307
1.95432,0.0222418
1.9567,-0.0113863
2.61757,0.0230541
2.44692,0.0296417
3.17869,0.00100223
2.50437,-0.0121818
3.22549,0.0401374
2.89898,0.0463293
3.10258,-0.016646
2.6302,-0.0286356
2.11609,-0.0145317
2.66861,0.011075
1.5792,0.0223592
1.91384,0.0627256
2.61443,-0.005054
2.65712,-0.0164922
3.14124,-0.000610351
2.34511,0.0142687
2.04087,-0.00181191
2.19729,0.0370836
2.07891,0.00702404
2.36653,-0.0071567
2.52837,-0.0205551
3.59555,-0.00179541
2.50596,0.0174778
1.97717,-0.0162351
3.05924,0.0423273
2.00525,0.00256696
2.77249,-0.0381115
1.80653,0.0294027
3.17779,-0.0137276
3.06537,-0.0106859
2.95584,0.0129136
2.65689,-0.000640278
3.29117,-0.017733
1.7655,0.0235612
2.61192,-0.0259856
3.37902,0.0194186
2.20167,-0.021982
2.13425,-0.0561238
3.62095,0.0352953
3.67854,0.0167734
2.92986,-0.000171849
2.65641,-0.023599
2.24053,0.00947113
3.31841,-0.0215332
2.93592,-0.0140479
2.169,-0.0596278
3.55602,-0.0404
2.55056,0.0197488
1.76434,-0.0455875
2.24034,0.0565384
1.61528,0.0253495
2.42048,0.00920965
2.69049,-0.0186143
2.71897,0.00759616
3.10343,0.045005
2.16705,0.0282599
1.77868,-0.0364965
2.35464,-0.0187026
2.34143,0.00232216
1.78299,-0.00173574
2.94176,0.0113661
2.87784,-0.0184683
1.99479,-0.0494792
3.01343,-0.0368642
3.73615,-0.0173985
2.70736,-0.0667364
3.01137,0.00425846
2.13182,0.0400518
2.61709,-0.0311516
2.36103,-0.0329067
2.5818,-0.00367498
2.13897,0.0250914
2.80742,0.0519597
3.71128,0.0230957
2.75459,-0.00458846
2.43157,0.02156
2.39387,-0.0188709
3.19017,-0.00266605
3.19183,0.0112903
1.92772,0.0488401
2.02101,-0.0131944
2.7659,-0.0237165
2.80309,-0.037462
3.64509,0.0111576
2.7875,-0.0296855
2.60682,0.041621
3.0584,-0.0349585
1.16201,-0.0213808
2.04169,0.0208143
2.55445,0.000237453
2.12866,0.0354043
2.85434,-0.0340318
2.65131,0.0440012
2.04854,0.0374024
2.58233,0.0270411
3.3174,0.00291022
2.92855,0.00895326
3.21684,0.00190642
3.12916,-0.0275994
2.67234,0.030789
2.27507,0.00618357
3.43316,-0.0112858
2.25278,0.01284
2.1538,-0.00536244
2.82041,-0.0235347
1.92066,0.032463
2.62974,0.00306792
1.48922,-0.0751568
1.7454,-0.0110228
3.53285,0.0374626
3.14393,-0.00330012
2.76806,-0.0258745
2.97035,-0.0172222
2.75357,0.0120582
3.18035,0.00714619
3.3459,-0.00215029
1.76695,-0.016955
3.26501,0.0318646
2.61266,0.0123429
2.00353,-0.0191587
2.56971,0.00841306
2.03663,0.0258741
2.20902,0.0175411
2.00102,0.00678939
2.64339,0.0206713
2.1774,0.0335354
3.40415,0.00210131
2.09863,-0.00487711
3.02882,0.0258722
2.43607,0.0170555
2.49495,-0.0340147
3.39608,0.0023585
3.86992,0.0441456
2.48844,-0.0431316
2.31172,0.00859616
2.42356,-0.0173057
3.40191,-0.0190968
2.8753,-0.00811658
2.81129,0.00120704
2.29286,0.0118243
2.45078,0.0101557
2.74221,0.0468573
3.46249,0.0296929
3.07639,0.040797
3.03638,0.0339356
2.32874,0.0384508
2.95967,-0.0143598
2.78354,-0.0257312
1.47975,0.0124342
2.18944,0.0214961
2.74899,-0.0224265
2.47046,-0.032962
2.28423,-0.0264165
2.32602,0.0177274
3.61275,0.0122502
3.18516,-0.00547682
2.16907,0.0184342
1.73482,0.03081
1.98746,-0.00308581
2.06091,0.00939989
3.64285,-0.0100399
1.86021,-0.0320808
3.37441,0.0162104
3.00809,-0.015904
3.17849,0.00901235
2.35511,0.0120807
2.31775,0.00255753
3.17711,-0.0208563
2.24699,-0.0126164
2.08456,-0.0845609
2.19977,0.0189829
2.53502,0.0274822
2.1331,-0.000288516
3.08673,0.0460796
2.93841,-0.024351
2.56362,0.0223189
1.59608,0.00547769
1.79558,-0.00651475
2.96043,-0.0307472
3.18925,0.013877
